Item_Type,Item_Weight,Item_MRP,Item_Outlet_Sales,Timestamp,Item_Identifier,Item_Fat_Content,Item_Visibility,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,MRP_Range,Price_Range
Frozen Foods,5.695,259.2646,9275.9256,,FDK28,Low Fat,0.065960909,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Dairy,20.25,219.3482,5038.1086,,DRJ39,Low Fat,0.036319195,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Household,,152.3366,2115.9124,,NCP06,Low Fat,0.039055756,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Fruits and Vegetables,,80.3644,1885.5456,,FDE33,Regular,0.049395242,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Fruits and Vegetables,8.185,115.6808,703.0848,,FDZ44,Low Fat,0.038789271,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Snack Foods,18.2,140.718,2656.542,,FDV46,Low Fat,0.012659235,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Household,19.25,33.3558,713.0718,,NCO06,LF,0.108010006,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Dairy,14.5,154.4998,1691.7978,,DRG03,Low Fat,0.061934991,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Canned,9.5,80.196,2157.192,,FDU37,Regular,0.104421237,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Seafood,19.85,196.8768,2561.9984,,FDI57,Low Fat,0.053980686,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Snack Foods,8.655,119.7756,2059.9852,,FDM45,Regular,0.088121336,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Canned,10.195,109.2886,1334.2632,,FDC26,Low Fat,0.126359196,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Dairy,,248.375,10236.675,,FDU14,Low Fat,0.034584356,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Canned,14.0,51.464,692.432,,FDB26,reg,0.031267496,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Frozen Foods,8.39,114.0176,1488.7288,,FDC29,Regular,0.024304264,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Snack Foods,11.65,228.9694,6622.7126,,FDY58,Low Fat,0.040144377,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Breads,14.5,260.4594,3139.9128,,FDR59,Regular,0.063851475,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Meat,,65.8826,1614.565,,FDS03,Low Fat,0.079243005,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Fruits and Vegetables,18.2,38.319,585.904,,FDR43,Low Fat,0.161355122,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Canned,,169.379,5602.707,,FDZ25,Regular,0.02748331,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Household,10.85,117.1808,703.0848,,NCN26,Low Fat,0.028738058,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Canned,17.25,77.2986,1012.6818,,FDO38,Low Fat,0.073135768,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Frozen Foods,13.65,261.2936,3131.9232,,FDP28,Regular,0.081096613,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Meat,12.15,65.4826,258.3304,,FDG31,Low Fat,0.063430788,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Fruits and Vegetables,13.1,176.1054,4027.4242,,FDI45,LF,0.037549969,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Household,13.6,176.037,352.874,,NCS54,Low Fat,0.016726506,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Frozen Foods,20.1,152.2366,2418.1856,,FDE17,Regular,0.054565932,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Household,16.35,257.6646,2061.3168,,NCG06,Low Fat,0.029445361,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Snack Foods,,144.476,146.476,,FDQ57,Low Fat,0.048932713,OUT019,1985.0,Small,Tier 1,Grocery Store,Medium,Medium
Household,6.235,263.991,4207.856,,NCB31,Low Fat,0.118651919,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Health and Hygiene,8.42,65.8168,830.9184,,NCP29,Low Fat,0.112728355,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Health and Hygiene,,144.3102,145.8102,,NCX29,Low Fat,0.156094569,OUT019,1985.0,Small,Tier 1,Grocery Store,Medium,Medium
Canned,9.5,78.796,1198.44,,FDU37,Regular,0.104933928,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Canned,12.5,86.0198,87.2198,,FDM02,Regular,0.12341737,OUT010,1998.0,,Tier 3,Grocery Store,Low,Low
Frozen Foods,12.6,102.199,1960.781,,FDN16,Regular,0.062700289,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Snack Foods,16.85,147.476,2929.52,,FDR46,Low Fat,0.139417654,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Canned,,189.3556,2253.0672,,FDE50,Regular,0.01612717,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Frozen Foods,6.635,39.8506,75.9012,,FDL52,reg,0.077145553,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Breakfast,20.2,157.663,2190.482,,FDQ49,Regular,0.039215075,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Canned,14.1,140.2496,1693.7952,,FDI14,Low Fat,0.089859642,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Frozen Foods,15.15,145.676,3661.9,,FDS16,Regular,0.066121873,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Meat,13.65,37.9532,862.8768,,FDU15,Regular,0.026643448,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Household,,94.0462,1850.924,,NCG43,Low Fat,0.073879939,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Breads,,177.837,6351.732,,FDR23,Low Fat,0.08139146,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Frozen Foods,,102.1016,3542.056,,FDS52,Low Fat,0.005448005,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Household,12.15,151.9708,3611.2992,,NCP18,Low Fat,0.028714747,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Hard Drinks,,172.8396,7152.0236,,DRF23,Low Fat,0.122058364,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Snack Foods,13.5,262.191,6048.793,,FDO09,Regular,0.125528734,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Dairy,17.5,145.9102,2187.153,,FDB40,Regular,0.007555176,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Soft Drinks,,189.453,759.012,,DRK37,Low Fat,0.077046505,OUT019,1985.0,Small,Tier 1,Grocery Store,High,High
Hard Drinks,7.85,145.2444,1451.444,,DRN11,Low Fat,0.162980276,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Snack Foods,9.695,159.692,958.752,,FDE22,Low Fat,0.029632784,OUT045,2002.0,,Tier 2,Supermarket Type1,High,Medium
Frozen Foods,17.5,256.4304,1808.3128,,FDF04,Low Fat,0.013634468,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Frozen Foods,9.195,83.1566,1099.2358,,FDE41,Regular,0.064376263,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,,106.028,1810.976,,FDW08,LF,0.147663025,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Household,21.1,143.4786,2311.6576,,NCD54,Low Fat,0.029003459,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Snack Foods,10.195,146.5076,1330.2684,,FDZ33,low fat,0.107834541,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Breads,17.85,93.8436,1418.154,,FDO23,Low Fat,0.146399663,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Snack Foods,15.6,167.1132,2874.9244,,FDN34,Regular,0.04575559,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Dairy,16.1,182.1318,2345.6134,,FDL39,Regular,0.063278652,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Frozen Foods,13.3,151.6708,3912.2408,,FDT28,Low Fat,0.063664998,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Snack Foods,12.85,45.9428,1274.3412,,FDH33,Low Fat,0.122221269,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Starchy Foods,11.5,171.808,5712.564,,FDA34,Low Fat,0.014944614,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Fruits and Vegetables,16.25,166.4474,5390.3168,,FDZ56,Low Fat,0.025732114,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Hard Drinks,14.65,54.0614,1160.4894,,DRH23,Low Fat,0.171281641,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Household,13.15,177.4686,5510.8266,,NCO18,Low Fat,0.024646608,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Dairy,8.895,42.0138,568.5932,,DRG27,Low Fat,0.0,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Frozen Foods,15.7,181.366,179.766,,FDM28,Low Fat,0.075661985,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Health and Hygiene,16.75,35.7532,143.8128,,NCY41,Low Fat,0.126765903,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Fruits and Vegetables,10.3,114.4176,2633.9048,,FDD21,Regular,0.030563449,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Fruits and Vegetables,8.05,257.1646,6183.9504,,FDD44,Regular,0.078522357,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Frozen Foods,18.6,246.6802,2702.4822,,FDP16,Low Fat,0.039294854,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Breakfast,20.75,193.4478,4843.695,,FDQ37,Low Fat,0.089260667,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Health and Hygiene,13.5,37.0874,952.7598,,NCY05,Low Fat,0.05510153,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Household,8.18,142.0154,1985.4156,,NCE07,low fat,0.013127548,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Dairy,17.25,173.3764,2061.3168,,DRI51,Low Fat,0.042233642,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Others,20.0,35.519,1025.332,,NCI31,Low Fat,0.081492092,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Baking Goods,16.5,96.2068,3013.4108,,FDK60,Regular,0.0,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Baking Goods,9.8,49.8008,809.6128,,FDY12,Regular,0.14061104,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Canned,17.25,76.0986,623.1888,,FDO38,Low Fat,0.072952298,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Breads,15.85,218.7166,1088.583,,FDP11,Low Fat,0.069087481,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Fruits and Vegetables,,108.4254,217.0508,,FDC21,Regular,0.075215349,OUT019,1985.0,Small,Tier 1,Grocery Store,Low,Low
Household,18.0,172.6422,2931.5174,,NCF54,Low Fat,0.047645037,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Starchy Foods,,207.5638,4555.4036,,FDC35,Low Fat,0.122242847,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Fruits and Vegetables,16.0,46.2086,490.6946,,FDV43,Low Fat,0.076975118,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Soft Drinks,4.59,111.686,1584.604,,DRE12,Low Fat,0.070890602,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Dairy,11.85,97.2726,782.9808,,DRE27,Low Fat,0.132560174,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Soft Drinks,,173.7054,5778.4782,,DRC36,Regular,0.044767032,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Dairy,,174.0422,5173.266,,FDZ38,Low Fat,0.007962273,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Household,18.2,220.7456,4420.912,,NCW42,LF,0.058799705,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Household,7.825,255.5698,1522.0188,,NCZ18,low fat,0.186445212,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Breakfast,,232.73,932.12,,FDL13,Regular,0.098606543,OUT019,1985.0,Small,Tier 1,Grocery Store,Very High,Very High
Household,8.895,113.3544,1006.6896,,NCN18,Low Fat,0.125222705,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Frozen Foods,18.5,148.6418,1765.7016,,FDI41,reg,0.062609071,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Snack Foods,14.85,157.463,2503.408,,FDV22,Regular,0.009930514,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Household,,187.8898,7296.5022,,NCB43,Low Fat,0.099428487,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Snack Foods,7.51,110.1544,2684.5056,,FDQ46,Low Fat,0.103793399,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Fruits and Vegetables,15.6,111.9518,2163.1842,,FDC44,Low Fat,0.0,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Snack Foods,8.02,154.3998,3383.5956,,FDB22,Low Fat,0.111419588,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Breads,11.0,124.4046,2241.0828,,FDV23,Low Fat,0.106051405,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Snack Foods,,181.166,3415.554,,FDK10,Regular,0.04016342,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Frozen Foods,17.5,264.391,5259.82,,FDF05,Low Fat,0.026925385,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Snack Foods,7.235,193.8452,1957.452,,FDL33,Low Fat,0.099962524,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Fruits and Vegetables,,126.4046,5353.6978,,FDD20,Low Fat,0.020614212,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Household,,125.6678,4832.3764,,NCM54,Low Fat,0.050692386,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Baking Goods,18.0,81.0618,1450.1124,,FDW48,Low Fat,0.008589133,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Soft Drinks,16.1,189.0846,5350.3688,,DRF36,Low Fat,0.023673342,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Household,7.475,155.2656,2934.8464,,NCM06,LF,0.075881475,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Household,16.5,178.7318,360.8636,,NCA54,Low Fat,0.061330521,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Snack Foods,11.35,49.8008,708.4112,,FDT46,Low Fat,0.030869612,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,16.1,95.441,2220.443,,FDH20,Regular,0.024944396,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Dairy,18.7,83.1566,1606.5754,,FDT38,Low Fat,0.057654132,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Health and Hygiene,8.645,96.641,868.869,,NCI17,Low Fat,0.143713508,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Frozen Foods,17.1,147.1392,2237.088,,FDO40,Low Fat,0.032812669,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Baking Goods,9.8,36.9874,705.748,,FDP12,Regular,0.045266806,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,,75.2328,1544.656,,FDI44,Low Fat,0.099747488,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Fruits and Vegetables,,242.9854,6767.1912,,FDB21,Low Fat,0.0,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Frozen Foods,15.25,213.7192,1078.596,,FDG16,Low Fat,0.089742065,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Household,10.5,236.5248,4029.4216,,NCZ42,Low Fat,0.011351778,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Household,5.82,170.379,1018.674,,NCJ30,LF,0.081096613,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Canned,10.0,263.2226,3700.5164,,FDV49,Low Fat,0.025827199,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Others,5.5,103.1016,2024.032,,NCO43,LF,0.0,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Household,18.35,191.9504,767.0016,,NCF18,Low Fat,0.148938624,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Health and Hygiene,19.0,211.0244,1482.0708,,NCX41,Low Fat,0.0,OUT010,1998.0,,Tier 3,Grocery Store,Very High,Very High
Baking Goods,6.71,67.5142,593.2278,,FDY11,Regular,0.029535852,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Snack Foods,10.3,88.254,1125.202,,FDU46,Regular,0.011143599,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Household,18.35,222.7746,1570.6222,,NCI18,Low Fat,0.014045832,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Canned,13.8,90.9172,2141.2128,,FDL38,reg,0.014730322,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Baking Goods,10.5,144.8128,2157.192,,FDY60,Regular,0.026520107,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Frozen Foods,20.75,178.7318,3428.2042,,FDF53,Regular,0.083736551,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Health and Hygiene,,263.7226,6872.3876,,NCM05,Low Fat,0.059557164,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Canned,9.895,117.8492,1506.0396,,FDR13,Regular,0.028837829,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Canned,,89.0198,174.4396,,FDA49,Low Fat,0.113669629,OUT019,1985.0,Small,Tier 1,Grocery Store,Low,Low
Frozen Foods,,59.3536,122.5072,,FDY52,Low Fat,0.012865901,OUT019,1985.0,Small,Tier 1,Grocery Store,Very Low,Very Low
Canned,,107.1622,211.7244,,FDL02,Regular,0.182236555,OUT019,1985.0,Small,Tier 1,Grocery Store,Low,Low
Baking Goods,11.1,156.7604,1901.5248,,FDO24,Low Fat,0.176069023,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Fruits and Vegetables,10.1,223.7088,2684.5056,,FDM08,reg,0.053574075,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Canned,,147.2418,294.2836,,FDJ02,Regular,0.044063785,OUT019,1985.0,Small,Tier 1,Grocery Store,Medium,Medium
Frozen Foods,14.0,143.9812,1139.8496,,FDW40,Regular,0.105573769,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Snack Foods,,50.5008,1012.016,,FDT46,Low Fat,0.030657949,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Fruits and Vegetables,9.395,139.9838,1966.7732,,FDY08,Regular,0.172042892,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Snack Foods,,256.1646,7472.2734,,FDM21,Low Fat,0.064052392,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Canned,,142.2496,2399.5432,,FDH26,Regular,0.034531702,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Household,6.13,110.0912,1637.868,,NCM42,Low Fat,0.028365524,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Canned,8.5,51.1324,1350.2424,,FDW13,Low Fat,0.097866209,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Frozen Foods,,178.1344,3747.1224,,FDN04,Regular,0.01401884,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Household,9.1,114.4518,1593.9252,,NCD07,Low Fat,0.0,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Snack Foods,15.25,85.3198,261.6594,,FDB34,Low Fat,0.044539371,OUT010,1998.0,,Tier 3,Grocery Store,Low,Low
Fruits and Vegetables,13.5,179.9976,4889.6352,,FDD09,Low Fat,0.0,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Hard Drinks,10.8,72.338,805.618,,DRH59,low fat,0.0,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Soft Drinks,15.2,95.3752,1438.128,,DRN36,Low Fat,0.050168354,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Soft Drinks,19.35,164.6868,1146.5076,,DRA24,Regular,0.040154087,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Baking Goods,,74.238,1171.808,,FDY36,Low Fat,0.009364957,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Snack Foods,11.5,106.9254,3038.7112,,FDG34,Regular,0.037539164,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Meat,9.8,127.302,2277.036,,FDK43,Low Fat,0.026992588,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Household,7.475,156.4656,2008.0528,,NCM06,Low Fat,0.076156245,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Snack Foods,9.8,215.685,649.155,,FDK22,Low Fat,0.026192765,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Fruits and Vegetables,,188.353,4364.319,,FDF21,Regular,0.058542509,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Snack Foods,14.75,115.3518,1821.6288,,FDO33,Low Fat,0.089686322,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Others,5.5,100.0016,708.4112,,NCO43,Low Fat,0.047364617,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Meat,17.2,159.6578,3048.6982,,FDX15,Low Fat,0.156269303,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Snack Foods,19.2,181.3318,1443.4544,,FDS10,Low Fat,0.035185588,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Snack Foods,,152.3998,153.7998,,FDD46,Low Fat,0.247321039,OUT019,1985.0,Small,Tier 1,Grocery Store,Medium,Medium
Snack Foods,14.85,155.763,3129.26,,FDV22,Regular,0.009979271,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Health and Hygiene,7.565,58.393,509.337,,NCR29,Low Fat,0.054863459,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Snack Foods,18.25,123.8046,3486.1288,,FDU34,Low Fat,0.075620262,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Breads,9.6,104.799,1341.587,,FDZ35,Regular,0.02236923,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Dairy,7.855,218.4482,4819.0604,,FDA26,Regular,0.073906461,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Canned,10.1,52.2008,759.012,,FDP38,Low Fat,0.032283676,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Snack Foods,10.395,58.022,659.142,,FDT22,Low Fat,0.11207602,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Dairy,16.25,94.941,1737.738,,FDA50,Low Fat,0.087668236,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Snack Foods,17.6,115.6176,2519.3872,,FDY10,Low Fat,0.049067877,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Fruits and Vegetables,15.5,100.8332,1537.998,,FDC09,Regular,0.026355345,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Fruits and Vegetables,7.59,172.808,2250.404,,FDT19,Regular,0.145631695,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Snack Foods,,167.2816,5704.5744,,FDO34,Low Fat,0.029793955,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Household,11.1,119.6124,2251.7356,,NCV54,Low Fat,0.033160417,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Fruits and Vegetables,,131.4284,5404.9644,,FDH57,Low Fat,0.035574413,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Frozen Foods,16.1,127.4362,2265.0516,,FDA28,Regular,0.047801883,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Frozen Foods,5.155,246.0776,990.7104,,FDB05,Low Fat,0.083198341,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Seafood,,111.586,339.558,,FDK45,Low Fat,0.059281315,OUT019,1985.0,Small,Tier 1,Grocery Store,Low,Low
Soft Drinks,,173.0738,347.5476,,DRH01,Low Fat,0.171417316,OUT019,1985.0,Small,Tier 1,Grocery Store,High,High
Frozen Foods,6.365,62.8536,796.2968,,FDY52,Low Fat,0.007348286,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Baking Goods,11.65,152.6024,303.6048,,FDR48,LF,0.0,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Dairy,18.25,154.463,2190.482,,FDY15,Regular,0.170795745,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Meat,11.8,102.2674,2444.8176,,FDM51,Regular,0.025966531,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Fruits and Vegetables,18.2,37.619,366.19,,FDR43,Low Fat,0.161489509,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Snack Foods,13.65,81.1302,792.302,,FDW09,reg,0.025899245,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,8.365,191.3188,1713.7692,,FDV44,Regular,0.039906377,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
