Item_Name,Category,Item_Weight,Item_MRP,Item_Outlet_Sales,Timestamp,Shelf_Life_Days,Seasonal_Demand,Packaging_Type,Trending_Score,Outlet_Type,Fat_Content,Establishment_Year,Tier,Visibility
Quinoa,Grains and Cereals,0.51,6.3,74.41,2025-01-11 08:54:46.046926,370,Medium,Packaged,8.023541148851569,Supermarket Type1,Regular,2010,Tier 1,0.8345312118428687
Apple,Fruits and Vegetables,0.19,2.42,160.77,2025-01-11 08:54:46.047346,12,High,Loose,7.664802455755073,Supermarket Type1,Regular,2010,Tier 1,0.8100776085181186
Potato Chips,Packaged Snacks,0.29000000000000004,1.96,238.9,2025-01-11 08:54:46.047746,80,High,Packaged,7.934347139373757,Supermarket Type2,Regular,2015,Tier 2,0.858762192507091
Broccoli,Fruits and Vegetables,0.5,3.14,131.22,2025-01-11 08:54:46.048097,14,Low,Loose,6.426989414221586,Supermarket Type2,Regular,2015,Tier 2,0.667354336804112
Butter,Dairy Products,0.29,4.43,173.99,2025-01-11 08:54:46.048449,38,Medium,Packaged,7.187353274020508,Supermarket Type3,Full Fat,2018,Tier 3,0.8921336947553123
Low-Fat Milk,Dairy Products,0.98,3.7,295.0,2025-01-11 08:54:46.048801,7,Medium,Packaged,7.438437611669718,Supermarket Type2,Low Fat,2015,Tier 2,0.980379194220819
Whole Milk,Dairy Products,0.98,3.69,315.29,2025-01-11 08:54:46.049109,19,Medium,Packaged,8.082722224047611,Supermarket Type1,Full Fat,2010,Tier 1,0.9117126691728749
Quinoa,Grains and Cereals,0.45,5.59,86.49000000000001,2025-01-11 08:54:46.049409,364,Medium,Packaged,8.33190592981709,Supermarket Type1,Regular,2010,Tier 1,0.9090278900410049
Apple,Fruits and Vegetables,0.26,2.41,163.59,2025-01-11 08:54:46.049753,14,High,Loose,7.358333934759851,Supermarket Type1,Regular,2010,Tier 1,0.9280439593190113
Broccoli,Fruits and Vegetables,0.33,3.1,156.85,2025-01-11 08:54:46.050077,1,Low,Loose,5.399555928312839,Supermarket Type2,Regular,2015,Tier 2,0.6839498724460435
Whole Milk,Dairy Products,1.09,3.44,303.75,2025-01-11 08:54:46.050409,8,Medium,Packaged,9.846646185617667,Supermarket Type1,Full Fat,2010,Tier 1,1.0
Banana,Fruits and Vegetables,0.13,2.16,592.27,2025-01-11 08:54:46.050774,11,Medium,Loose,6.861092078374724,Supermarket Type2,Regular,2015,Tier 2,0.9113164405853055
Energy Bars,Packaged Snacks,0.07999999999999999,2.41,218.32,2025-01-11 08:54:46.051111,153,High,Packaged,8.392716308858773,Supermarket Type1,Regular,2010,Tier 1,0.8823526857038608
Chocolate Cookies,Packaged Snacks,0.39,2.55,208.88,2025-01-11 08:54:46.051422,116,High,Packaged,8.0650543002453,Supermarket Type1,Regular,2012,Tier 1,0.9680601413774089
Orange,Fruits and Vegetables,0.15,1.55,159.82,2025-01-11 08:54:46.051738,20,High,Loose,5.729708272276371,Supermarket Type1,Regular,2012,Tier 1,0.841626157421005
Spinach,Fruits and Vegetables,0.21,2.23,85.48,2025-01-11 08:54:46.052110,1,Medium,Loose,7.430031822416095,Supermarket Type1,Regular,2010,Tier 1,0.9732573696287763
Banana,Fruits and Vegetables,0.2,1.9100000000000001,201.15,2025-01-11 08:54:46.052489,8,Medium,Loose,7.30541683580041,Supermarket Type2,Regular,2015,Tier 2,0.9773941475496521
Orange,Fruits and Vegetables,0.09999999999999999,1.63,189.78,2025-01-11 08:54:46.052851,25,High,Loose,5.326051863132439,Supermarket Type1,Regular,2012,Tier 1,0.7315384265147429
Banana,Fruits and Vegetables,0.12,1.3,155.26,2025-01-11 08:54:46.053353,3,Medium,Loose,6.54561560063921,Supermarket Type2,Regular,2015,Tier 2,0.8731235729586843
Banana,Fruits and Vegetables,0.13999999999999999,1.9100000000000001,595.42,2025-01-11 08:54:46.053734,11,Medium,Loose,6.611712947780946,Supermarket Type2,Regular,2015,Tier 2,0.8878273287365571
Butter,Dairy Products,0.29,4.96,119.28999999999999,2025-01-11 08:54:46.054113,36,Medium,Packaged,6.305928853966267,Supermarket Type3,Full Fat,2018,Tier 3,0.7342472225303854
White Rice,Grains and Cereals,0.98,2.07,146.22,2025-01-11 08:54:46.054436,364,Low,Packaged,5.935566515451205,Supermarket Type2,Regular,2015,Tier 2,0.7169395719769546
Banana,Fruits and Vegetables,0.21,1.6800000000000002,190.02,2025-01-11 08:54:46.054761,12,Medium,Loose,6.972609311462084,Supermarket Type2,Regular,2015,Tier 2,1.0
Orange,Fruits and Vegetables,0.25,1.6099999999999999,202.47,2025-01-11 08:54:46.055158,27,High,Loose,5.002147959710973,Supermarket Type1,Regular,2012,Tier 1,0.7577882868974302
Spinach,Fruits and Vegetables,0.22999999999999998,2.52,98.85,2025-01-11 08:54:46.055533,1,Medium,Loose,7.55004287044571,Supermarket Type1,Regular,2010,Tier 1,0.8814669366541614
Butter,Dairy Products,0.28,4.45,152.46,2025-01-11 08:54:46.055886,25,Medium,Packaged,6.047021301705412,Supermarket Type3,Full Fat,2018,Tier 3,0.753661022736314
Apple,Fruits and Vegetables,0.13,2.14,144.22,2025-01-11 08:54:46.056246,21,High,Loose,7.715265067244793,Supermarket Type1,Regular,2010,Tier 1,0.9046589175335449
Chocolate Cookies,Packaged Snacks,0.31,2.88,226.62,2025-01-11 08:54:46.056648,113,High,Packaged,8.940954136865667,Supermarket Type1,Regular,2012,Tier 1,0.8982111279802659
Cheese,Dairy Products,0.4,4.72,228.69,2025-01-11 08:54:46.056991,50,Low,Packaged,7.115517194034716,Supermarket Type1,Full Fat,2010,Tier 1,0.892852198069465
Oats,Grains and Cereals,0.47,3.44,117.07,2025-01-11 08:54:46.057364,189,High,Packaged,8.811066894378744,Supermarket Type3,Regular,2018,Tier 3,0.9155576004843187
Chocolate Cookies,Packaged Snacks,0.35,2.87,245.32999999999998,2025-01-11 08:54:46.057749,115,High,Packaged,8.59275692665258,Supermarket Type1,Regular,2012,Tier 1,1.0
Broccoli,Fruits and Vegetables,0.34,3.57,89.86,2025-01-11 08:54:46.058128,14,Low,Loose,5.356225849616189,Supermarket Type2,Regular,2015,Tier 2,0.7151476234775025
Broccoli,Fruits and Vegetables,0.38,3.74,79.45,2025-01-11 08:54:46.058488,14,Low,Loose,6.488112500764313,Supermarket Type2,Regular,2015,Tier 2,0.6335557343815192
Butter,Dairy Products,0.32,4.07,101.96000000000001,2025-01-11 08:54:46.058845,29,Medium,Packaged,6.5098835361228,Supermarket Type3,Full Fat,2018,Tier 3,0.7716523894351587
Potato Chips,Packaged Snacks,0.19,1.63,288.78,2025-01-11 08:54:46.059169,91,High,Packaged,8.824319366491883,Supermarket Type2,Regular,2015,Tier 2,0.8489840509926765
Apple,Fruits and Vegetables,0.26,2.29,112.53,2025-01-11 08:54:46.059504,11,High,Loose,7.708405521670171,Supermarket Type1,Regular,2010,Tier 1,0.8606182163478122
Butter,Dairy Products,0.19,4.39,156.39,2025-01-11 08:54:46.059869,28,Medium,Packaged,6.126842118263855,Supermarket Type3,Full Fat,2018,Tier 3,0.8549569702620807
Quinoa,Grains and Cereals,0.54,6.03,154.87,2025-01-11 08:54:46.060208,371,Medium,Packaged,9.04696487221479,Supermarket Type1,Regular,2010,Tier 1,0.9213088484327603
Oats,Grains and Cereals,0.56,3.43,145.52,2025-01-11 08:54:46.060635,173,High,Packaged,7.086110055374649,Supermarket Type3,Regular,2018,Tier 3,0.841382932327704
Low-Fat Milk,Dairy Products,0.9,3.21,209.03,2025-01-11 08:54:46.061048,13,Medium,Packaged,8.054255867297691,Supermarket Type2,Low Fat,2015,Tier 2,0.8778103688673775
Energy Bars,Packaged Snacks,0.04999999999999999,2.08,240.02,2025-01-11 08:54:46.061382,144,High,Packaged,9.820514227027678,Supermarket Type1,Regular,2010,Tier 1,0.9609164171623332
Potato Chips,Packaged Snacks,0.22,1.94,290.29,2025-01-11 08:54:46.061764,86,High,Packaged,7.75597355684557,Supermarket Type2,Regular,2015,Tier 2,1.0
Quinoa,Grains and Cereals,0.46,6.0,95.2,2025-01-11 08:54:46.062129,365,Medium,Packaged,8.05192838498649,Supermarket Type1,Regular,2010,Tier 1,0.7925273161177055
Butter,Dairy Products,0.16,4.38,127.45,2025-01-11 08:54:46.062450,24,Medium,Packaged,6.763514082856991,Supermarket Type3,Full Fat,2018,Tier 3,0.9125178019337887
Potato Chips,Packaged Snacks,0.1,2.26,281.11,2025-01-11 08:54:46.062814,95,High,Packaged,8.543407174560725,Supermarket Type2,Regular,2015,Tier 2,0.977974779067239
Low-Fat Milk,Dairy Products,1.09,2.98,572.2199999999999,2025-01-11 08:54:46.063177,19,Medium,Packaged,7.912053382576829,Supermarket Type2,Low Fat,2015,Tier 2,0.8800178468711586
White Rice,Grains and Cereals,0.99,2.59,519.27,2025-01-11 08:54:46.063516,372,Low,Packaged,6.469356784165532,Supermarket Type1,Regular,2010,Tier 1,0.7858568260986926
Mixed Nuts,Packaged Snacks,0.21,5.46,160.29,2025-01-11 08:54:46.063871,182,Medium,Packaged,6.745615423741668,Supermarket Type3,Regular,2018,Tier 3,0.848940275750373
White Rice,Grains and Cereals,1.06,2.18,593.65,2025-01-11 08:54:46.064247,360,Low,Packaged,5.570280873948951,Supermarket Type1,Regular,2010,Tier 1,0.9378363356117773
Potato Chips,Packaged Snacks,0.30000000000000004,1.59,288.82,2025-01-11 08:54:46.064607,91,High,Packaged,8.54776688112286,Supermarket Type2,Regular,2015,Tier 2,0.9230293460898835
Energy Bars,Packaged Snacks,0.16999999999999998,2.5,180.55,2025-01-11 08:54:46.064971,140,High,Packaged,9.042455750606473,Supermarket Type1,Regular,2010,Tier 1,0.930265230533931
White Rice,Grains and Cereals,1.07,2.4,158.84,2025-01-11 08:54:46.065370,369,Low,Packaged,5.894406219457927,Supermarket Type2,Regular,2015,Tier 2,0.719968612710211
Low-Fat Milk,Dairy Products,0.95,3.6300000000000003,608.91,2025-01-11 08:54:46.065704,7,Medium,Packaged,7.00972570424736,Supermarket Type2,Low Fat,2015,Tier 2,0.9006929983194629
White Rice,Grains and Cereals,1.06,2.13,202.95,2025-01-11 08:54:46.066057,363,Low,Packaged,6.479804448735184,Supermarket Type2,Regular,2015,Tier 2,0.7446994585458289
Low-Fat Milk,Dairy Products,0.9,3.1500000000000004,612.9799999999999,2025-01-11 08:54:46.066425,19,Medium,Packaged,7.825700406865536,Supermarket Type2,Low Fat,2015,Tier 2,0.9225331799452339
Cheese,Dairy Products,0.21,4.94,157.06,2025-01-11 08:54:46.066748,57,Low,Packaged,8.110664896082046,Supermarket Type1,Full Fat,2010,Tier 1,0.8678633101441341
White Rice,Grains and Cereals,1.05,2.19,210.67000000000002,2025-01-11 08:54:46.067095,366,Low,Packaged,6.376211161245291,Supermarket Type2,Regular,2015,Tier 2,0.7459279126016489
Whole Milk,Dairy Products,1.0,3.13,300.28,2025-01-11 08:54:46.067472,13,Medium,Packaged,8.51996908704441,Supermarket Type1,Full Fat,2010,Tier 1,0.8854974224670482
Butter,Dairy Products,0.16,4.14,178.68,2025-01-11 08:54:46.067833,28,Medium,Packaged,7.084750161479684,Supermarket Type3,Full Fat,2018,Tier 3,0.8926193395733945
Mixed Nuts,Packaged Snacks,0.23,4.76,196.95,2025-01-11 08:54:46.068205,176,Medium,Packaged,7.298163064838258,Supermarket Type3,Regular,2018,Tier 3,0.8007260490461046
Low-Fat Milk,Dairy Products,1.06,2.98,579.9699999999999,2025-01-11 08:54:46.068659,5,Medium,Packaged,8.116887690989254,Supermarket Type2,Low Fat,2015,Tier 2,0.9646591137640393
Spinach,Fruits and Vegetables,0.31,2.67,56.66,2025-01-11 08:54:46.068992,5,Medium,Loose,7.526308117538724,Supermarket Type1,Regular,2010,Tier 1,0.7982457580494421
Brown Rice,Grains and Cereals,1.05,3.4,143.9,2025-01-11 08:54:46.069332,186,Low,Packaged,7.887506740890295,Supermarket Type1,Regular,2012,Tier 1,0.7255669482165273
Low-Fat Milk,Dairy Products,1.03,3.22,549.17,2025-01-11 08:54:46.069712,14,Medium,Packaged,8.167857869123543,Supermarket Type2,Low Fat,2015,Tier 2,0.9534407458777199
Spinach,Fruits and Vegetables,0.31,1.7100000000000002,136.47,2025-01-11 08:54:46.070041,5,Medium,Loose,6.301023244163886,Supermarket Type1,Regular,2010,Tier 1,0.8078155764503673
Banana,Fruits and Vegetables,0.13,2.13,551.93,2025-01-11 08:54:46.070392,6,Medium,Loose,7.657195960405725,Supermarket Type2,Regular,2015,Tier 2,0.9705280470152869
Kiwi,Fruits and Vegetables,0.010000000000000009,2.98,139.85,2025-01-11 08:54:46.070761,15,Low,Packaged,5.685136816264951,Supermarket Type3,Regular,2018,Tier 3,0.7414959218342592
Potato Chips,Packaged Snacks,0.14,2.22,238.21,2025-01-11 08:54:46.071095,81,High,Packaged,7.707360950984546,Supermarket Type2,Regular,2015,Tier 2,0.957150049130068
Butter,Dairy Products,0.18,4.44,137.24,2025-01-11 08:54:46.071413,27,Medium,Packaged,6.530591072366579,Supermarket Type3,Full Fat,2018,Tier 3,0.8453797837183457
Banana,Fruits and Vegetables,0.09,1.59,529.4599999999999,2025-01-11 08:54:46.071810,1,Medium,Loose,6.512051944094252,Supermarket Type2,Regular,2015,Tier 2,0.9945099425775825
Yogurt,Dairy Products,0.51,1.54,198.23,2025-01-11 08:54:46.072144,12,High,Packaged,8.35603120275904,Supermarket Type1,Low Fat,2012,Tier 1,0.9852862732449396
Low-Fat Milk,Dairy Products,0.9299999999999999,3.3600000000000003,267.48,2025-01-11 08:54:46.072600,7,Medium,Packaged,8.290912381832978,Supermarket Type2,Low Fat,2015,Tier 2,0.967338271662406
Whole Milk,Dairy Products,1.03,3.82,264.68,2025-01-11 08:54:46.072972,14,Medium,Packaged,9.340554031372045,Supermarket Type1,Full Fat,2010,Tier 1,0.9281522963181852
Potato Chips,Packaged Snacks,0.11000000000000001,2.5,294.81,2025-01-11 08:54:46.073297,97,High,Packaged,8.30650976025542,Supermarket Type2,Regular,2015,Tier 2,0.9455259242399197
Brown Rice,Grains and Cereals,1.06,2.68,115.36,2025-01-11 08:54:46.073642,179,Low,Packaged,7.831410088034682,Supermarket Type1,Regular,2012,Tier 1,0.8256604315410823
Whole Milk,Dairy Products,0.99,3.11,322.04,2025-01-11 08:54:46.074005,9,Medium,Packaged,9.987337650798287,Supermarket Type1,Full Fat,2010,Tier 1,0.8756531126509914
Energy Bars,Packaged Snacks,0.22,2.36,156.73,2025-01-11 08:54:46.074337,142,High,Packaged,9.011119866273024,Supermarket Type1,Regular,2010,Tier 1,0.9370132882678189
Potato Chips,Packaged Snacks,0.19,2.07,254.18,2025-01-11 08:54:46.074644,98,High,Packaged,7.391720244440373,Supermarket Type2,Regular,2015,Tier 2,0.9711813783344824
Yogurt,Dairy Products,0.58,1.83,181.36,2025-01-11 08:54:46.075040,16,High,Packaged,8.554019659534287,Supermarket Type1,Low Fat,2012,Tier 1,0.872972139169247
White Rice,Grains and Cereals,1.01,2.96,528.02,2025-01-11 08:54:46.075444,371,Low,Packaged,5.717535028790017,Supermarket Type1,Regular,2010,Tier 1,0.8208358865751741
Potato Chips,Packaged Snacks,0.29000000000000004,1.95,269.43,2025-01-11 08:54:46.075795,93,High,Packaged,8.724830439151601,Supermarket Type2,Regular,2015,Tier 2,0.914343605549624
Broccoli,Fruits and Vegetables,0.41000000000000003,3.25,152.87,2025-01-11 08:54:46.076180,11,Low,Loose,5.052863551501231,Supermarket Type2,Regular,2015,Tier 2,0.6399405189459793
Chocolate Cookies,Packaged Snacks,0.3,3.2,196.65,2025-01-11 08:54:46.076584,112,High,Packaged,8.135625656411305,Supermarket Type1,Regular,2012,Tier 1,0.9446290573513421
Orange,Fruits and Vegetables,0.25,2.01,170.53,2025-01-11 08:54:46.076967,25,High,Loose,6.174269605138193,Supermarket Type1,Regular,2012,Tier 1,0.8631102338746228
Yogurt,Dairy Products,0.54,2.3,153.73,2025-01-11 08:54:46.077343,23,High,Packaged,8.657296048735208,Supermarket Type1,Low Fat,2012,Tier 1,0.8420492046025277
Brown Rice,Grains and Cereals,0.92,2.86,171.65,2025-01-11 08:54:46.077671,176,Low,Packaged,7.08347765467596,Supermarket Type1,Regular,2012,Tier 1,0.7972601470669627
Cheese,Dairy Products,0.25,4.84,237.65,2025-01-11 08:54:46.078040,68,Low,Packaged,7.328508202831319,Supermarket Type1,Full Fat,2010,Tier 1,0.7934659254821107
Quinoa,Grains and Cereals,0.56,6.24,93.88,2025-01-11 08:54:46.078421,362,Medium,Packaged,8.787190548119062,Supermarket Type1,Regular,2010,Tier 1,0.9274077020624312
Energy Bars,Packaged Snacks,0.10999999999999999,2.39,234.17000000000002,2025-01-11 08:54:46.078761,151,High,Packaged,8.615468119723811,Supermarket Type1,Regular,2010,Tier 1,0.9507056011729852
White Rice,Grains and Cereals,1.02,2.14,614.91,2025-01-11 08:54:46.079095,372,Low,Packaged,6.950936794351971,Supermarket Type1,Regular,2010,Tier 1,0.9044136221760962
Kiwi,Fruits and Vegetables,0.2,3.29,94.71000000000001,2025-01-11 08:54:46.079457,4,Low,Packaged,5.660728439902068,Supermarket Type3,Regular,2018,Tier 3,0.6953932774304117
Quinoa,Grains and Cereals,0.54,6.03,150.47,2025-01-11 08:54:46.079785,369,Medium,Packaged,9.20237927768444,Supermarket Type1,Regular,2010,Tier 1,0.9181076571076547
Banana,Fruits and Vegetables,0.16,2.23,572.31,2025-01-11 08:54:46.080107,1,Medium,Loose,6.523590484548207,Supermarket Type2,Regular,2015,Tier 2,0.870457198930761
Brown Rice,Grains and Cereals,0.97,2.57,145.81,2025-01-11 08:54:46.080531,172,Low,Packaged,6.059382555334872,Supermarket Type1,Regular,2012,Tier 1,0.8212020607187874
Brown Rice,Grains and Cereals,0.9,2.57,174.52,2025-01-11 08:54:46.080873,187,Low,Packaged,7.861406264348748,Supermarket Type1,Regular,2012,Tier 1,0.8238002465050998
Kiwi,Fruits and Vegetables,0.16,3.02,164.0,2025-01-11 08:54:46.081224,8,Low,Packaged,5.271940352912987,Supermarket Type3,Regular,2018,Tier 3,0.7204401938972753
Cheese,Dairy Products,0.39,4.52,193.21,2025-01-11 08:54:46.081604,57,Low,Packaged,7.84581664147464,Supermarket Type1,Full Fat,2010,Tier 1,0.9288848694561731
Butter,Dairy Products,0.28,4.26,133.02,2025-01-11 08:54:46.081940,26,Medium,Packaged,6.837006625893636,Supermarket Type3,Full Fat,2018,Tier 3,0.7826754912838748
Banana,Fruits and Vegetables,0.21,1.54,180.76,2025-01-11 08:54:46.082245,1,Medium,Loose,7.865607398715364,Supermarket Type2,Regular,2015,Tier 2,0.8636665572015096
Banana,Fruits and Vegetables,0.18,1.34,246.44,2025-01-11 08:54:46.082590,11,Medium,Loose,7.914245745590398,Supermarket Type2,Regular,2015,Tier 2,0.9669634703564507
White Rice,Grains and Cereals,1.03,2.85,527.99,2025-01-11 08:54:46.082948,356,Low,Packaged,5.241154896099027,Supermarket Type1,Regular,2010,Tier 1,0.8422846844235561
Spinach,Fruits and Vegetables,0.35,2.21,44.1,2025-01-11 08:54:46.083277,10,Medium,Loose,6.132215703693802,Supermarket Type1,Regular,2010,Tier 1,0.8808675078177653
Spinach,Fruits and Vegetables,0.33999999999999997,1.7300000000000002,58.82,2025-01-11 08:54:46.083647,9,Medium,Loose,6.3371203107609535,Supermarket Type1,Regular,2010,Tier 1,0.9110480136556027
Oats,Grains and Cereals,0.55,3.7,143.77,2025-01-11 08:54:46.084013,188,High,Packaged,7.293759443852281,Supermarket Type3,Regular,2018,Tier 3,0.827212907162585
Orange,Fruits and Vegetables,0.13999999999999999,1.97,163.6,2025-01-11 08:54:46.084361,28,High,Loose,6.018711082373482,Supermarket Type1,Regular,2012,Tier 1,0.6878966835498803
White Rice,Grains and Cereals,0.9299999999999999,2.86,223.15,2025-01-11 08:54:46.084758,365,Low,Packaged,5.673570070251504,Supermarket Type2,Regular,2015,Tier 2,0.6598940935601041
Orange,Fruits and Vegetables,0.10999999999999999,1.57,138.31,2025-01-11 08:54:46.085140,30,High,Loose,5.2748635972019535,Supermarket Type1,Regular,2012,Tier 1,0.7311028624567615
Whole Milk,Dairy Products,0.94,3.27,301.77,2025-01-11 08:54:46.085515,5,Medium,Packaged,8.5073908429006,Supermarket Type1,Full Fat,2010,Tier 1,0.9513369309621998
Brown Rice,Grains and Cereals,1.05,2.57,158.09,2025-01-11 08:54:46.085894,182,Low,Packaged,6.304486345076171,Supermarket Type1,Regular,2012,Tier 1,0.7964955551915319
Chocolate Cookies,Packaged Snacks,0.21999999999999997,3.25,269.56,2025-01-11 08:54:46.086254,123,High,Packaged,9.859351074926867,Supermarket Type1,Regular,2012,Tier 1,0.8635703756231616
Broccoli,Fruits and Vegetables,0.5,3.66,90.83,2025-01-11 08:54:46.086581,11,Low,Loose,5.750289770569967,Supermarket Type2,Regular,2015,Tier 2,0.736642319236085
Yogurt,Dairy Products,0.5700000000000001,1.73,221.79,2025-01-11 08:54:46.086935,16,High,Packaged,9.977350085687052,Supermarket Type1,Low Fat,2012,Tier 1,0.9659120666409743
White Rice,Grains and Cereals,1.09,2.24,211.18,2025-01-11 08:54:46.087295,362,Low,Packaged,6.334954763957882,Supermarket Type2,Regular,2015,Tier 2,0.6748920891959911
Mixed Nuts,Packaged Snacks,0.24,5.17,227.25,2025-01-11 08:54:46.087616,183,Medium,Packaged,7.877757355495709,Supermarket Type3,Regular,2018,Tier 3,0.865537576062679
Banana,Fruits and Vegetables,0.13999999999999999,2.11,236.22,2025-01-11 08:54:46.087961,2,Medium,Loose,6.092848043378722,Supermarket Type2,Regular,2015,Tier 2,0.9545406584754603
Whole Milk,Dairy Products,1.02,3.83,273.22,2025-01-11 08:54:46.088360,4,Medium,Packaged,9.567128562245244,Supermarket Type1,Full Fat,2010,Tier 1,1.0
Banana,Fruits and Vegetables,0.13,1.33,521.9599999999999,2025-01-11 08:54:46.088722,1,Medium,Loose,6.846290488980197,Supermarket Type2,Regular,2015,Tier 2,0.9371822374817521
Oats,Grains and Cereals,0.54,3.08,132.93,2025-01-11 08:54:46.089091,177,High,Packaged,8.673698081886958,Supermarket Type3,Regular,2018,Tier 3,0.9075226858524398
